文件名,编,分编,章,节,内容
乡镇煤矿管理条例,,,第三章 办矿与生产,,第十六条 乡镇煤矿应当按照矿井当年的实际产量提取维简费。维简费的提取标准和使用范围按照国家有关规定执行。
乡镇煤矿管理条例,,,第四章 安全与管理,,第十七条 乡镇煤矿应当按照国家有关矿山安全的法律、法规和煤炭行业安全规程、技术规范的要求建立、健全各级安全生产责任制和安全规章制度。
乡镇煤矿管理条例,,,第四章 安全与管理,,第十八条 县级、乡级人民政府应当加强对乡镇煤矿安全生产工作的监督管理保证煤矿生产的安全。乡镇煤矿的矿长和办矿单位的主要负责人应当加强对煤矿安全生产工作的领导落实安全生产责任制采取各种有效措施防止生产事故的发生。
乡镇煤矿管理条例,,,第四章 安全与管理,,第十九条 国务院煤炭工业主管部门和县级以上地方人民政府负责管理煤炭工业的部门应当有计划地对乡镇煤矿的职工进行安全教育和技术培训。县级以上人民政府负责管理煤炭工业的部门对矿长考核合格后应当颁发矿长资格证书。县级以上人民政府负责管理煤炭工业的部门对瓦斯检验工、采煤机司机等特种作业人员按照国家有关规定考核合格后应当颁发操作资格证书。
乡镇煤矿管理条例,,,第四章 安全与管理,,第二十条 乡镇煤矿发生伤亡事故应当按照有关法律、行政法规的规定及时如实地向上一级人民政府、煤炭工业主管部门及其他有关主管部门报告并立即采取有效措施做好救护工作。
乡镇煤矿管理条例,,,第四章 安全与管理,,第二十一条 乡镇煤矿应当及时测绘井上下工程对照图、采掘工程平面图和通风系统图并定期向原审查办矿条件的煤炭工业主管部门报送图纸接受其监督、检查。
乡镇煤矿管理条例,,,第四章 安全与管理,,第二十二条 乡镇煤矿进行采矿作业不得采用可能危及相邻煤矿生产安全的决水、爆破、贯通巷道等危险方法。
乡镇煤矿管理条例,,,第四章 安全与管理,,第二十三条 乡镇煤矿依照有关法律、法规的规定办理关闭矿山手续时应当向原审查办矿条件的煤炭工业主管部门提交有关采掘工程、不安全隐患等资料。
乡镇煤矿管理条例,,,第四章 安全与管理,,第二十四条 县级以上人民政府劳动行政主管部门负责对乡镇煤矿安全工作的监督并有权对取得矿长资格证书的矿长进行抽查。
乡镇煤矿管理条例,,,第五章 罚则,,第二十五条 违反法律、法规关于矿山安全的规定造成人身伤亡或者财产损失的依照有关法律、法规的规定给予处罚。
乡镇煤矿管理条例,,,第五章 罚则,,第二十六条 违反本条例规定有下列情形之一的由原审查办矿条件的煤炭工业主管部门根据情节轻重给予警告、5 万元以下的罚款、没收违法所得或者责令停产整顿矿的的。
乡镇煤矿管理条例,,,第五章 罚则,,第二十七条 违反本条例规定有下列情形之一的由国务院煤炭工业主管部门或者由其授权的省、自治区、直辖市人民政府煤炭工业主管部门根据情节轻重分别给予警告、5 万元以下的罚款、没收违法所得或者责令停止开采规划煤炭矿区、对国民经济具有重要价值的煤炭矿区采矿的或者擅自开采国家规定实行保护性开采的稀缺煤种的国有煤矿企业矿区范围内边缘零星资源的。
乡镇煤矿管理条例,,,第五章 罚则,,第二十八条 县级以上人民政府劳动行政主管部门经抽查发现取得矿长资格证书的矿长不合格的应当责令限期达到规定条件逾期仍不合格的提请本级人民政府决定责令其所在煤矿停产。
乡镇煤矿管理条例,,,第五章 罚则,,第二十九条 煤炭工业主管部门违反本条例规定有下列情形之一的对负有直接责任的主管人员和其他直接责任人员给予行政处分符合条件予以同意的不符合矿长任职资格予以颁发矿长资格证书的。
乡镇煤矿管理条例,,,第五章 罚则,,第三十条 依照本条例第二十六条、第二十七条规定取得的罚没收入应当全部上缴国库。
乡镇煤矿管理条例,,,第六章 附则,,第三十一条 国务院煤炭工业主管部门可以根据本条例制定实施办法。
乡镇煤矿管理条例,,,第六章 附则,,第三十二条 本条例自发布之日起施行。
