文件名,编,分编,章,节,内容
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第十八条 遵守下列网络文明行为规范布、传播虚假信息或者不良信息搜索、攻击谩骂、造谣诽谤等网络暴力行为明行为反公序良俗的内容人身心健康内容的信息
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第十九条 自治州、县市精神文明建设指导机构应当定期对文明行为促进工作现状进行评估建立重点治理清单并适时调整及时向社会公布。重点整治下列不文明行为弱区域外来物种建筑主体和承重结构乱贴、乱写、乱画车、自行车或者堆放杂物影响通行和消防安全
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第二十条 县市、乡镇人民政府应当指导、推动本行政区域内村居民委员会、业主委员会、行业协会等在村规民约居民公约、业主公约、行业协会章程中纳入文明行为规范的内容。鼓励村居民委员会结合本地实际情况将红白事宴席规模、标准、范围和彩礼、礼金、礼品等的最高限额以及城乡环境综合治理、乡风文明和淳朴民风建设等有关事项作为村规民约居民公约的主要内容引导全体成员共同遵守。
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第二十一条 自治州、县市人民政府应当根据本条例的规定建立健全协调联动综合整治工作机制对突出问题开展重点监管、联合执法和专项整治。有关行政执法部门应当完善信息共享和执法合作机制及时发现、制止、查处相关领域不文明行为。
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第二十二条 行政执法人员应当严格、规范、公正、文明执法执行职务时按照规定出示执法证件全程记录执法过程仪容严整、语言文明。
甘孜藏族自治州文明行为促进条例,,,第三章 保障与促进,,第二十三条 自治州、县市精神文明建设指导机构及其办事机构应当履行下列职责落实机制促进工作组织开展文明城市、文明村镇、文明单位、文明校园、文明家庭等群众性精神文明创建活动引导和促进文明行为职业道德、家庭美德、个人品德以及法律法规宣传教育增强全民道德观念和法治意识
甘孜藏族自治州文明行为促进条例,,,第三章 保障与促进,,第二十四条 自治州、县市人民政府应当将文明行为促进工作纳入年度目标考评内容对有关责任单位的文明行为促进工作进行检查、考核。自治州、县市人民政府应当建立道德模范、身边好人、优秀志愿者等先进典型评选、表扬、礼遇机制。自治州、县市人民政府应当支持群众性精神文明创建工作建立激励奖励制度对获得或者复查中保持称号的各级文明城市、文明村镇、文明单位、文明校园、文明家庭给予一定物质奖励。鼓励企事业单位、社会组织对员工、会员的文明行为进行表扬奖励。
甘孜藏族自治州文明行为促进条例,,,第三章 保障与促进,,第二十五条 自治州、县市人民政府应当加强城乡建设规划管理保护历史文化和特色风貌创造美丽整洁的生活环境、规范有序的社会秩序、丰富多彩的文化生活提供便捷高效的公共服务促进和谐宜居。
甘孜藏族自治州文明行为促进条例,,,第三章 保障与促进,,第二十六条 自治州、县市人民政府及有关部门应当科学规划、建设完善下列公共服务设施施等市政设施施公共文化体育设施施机场、车站、政务大厅、医疗机构、大型商场、旅游景区等公共场所应当按照规定配备母婴室设置无障碍通道、无障碍卫生间、无障碍厕位等便利设施。
甘孜藏族自治州文明行为促进条例,,,第三章 保障与促进,,第二十七条 自治州、县市人民政府有关部门和单位应当采取以下措施促进文明行为工作的开展止和查处破坏环境卫生、公共设施、园林绿化的行为监督落实市容环境卫生责任制提升城市文明水平体系建设依法依规归集全州信用信息促进信用信息应用健全守信联合激励机制推动社会诚信意识和信用水平提升依法查处违法经营行为引导市场主体文明诚信经营内容组织开展学校与家庭、社会的文明共建活动加强教师师德修养提高学生自我保护意识预防和治理校园欺凌营造安全、文明、健康的育人环境众文化生活规范旅游经营者和从业人员的经营服务行为推进文明旅游服务林草原防灭火法律法规和有关知识的宣传教育引导维护生物多样性预防森林草原火灾将铸牢中华民族共同体意识纳入教育教学、村规民约和宗教活动场所管理制度组织开展民族团结进家庭活动促进民族交往交流交融入职业规范要求和岗位培训内容教育和督促工作人员做到语言文明、行为规范传文明行为刊播公益广告加强对不文明行为的舆论监督依法曝光和批评不文明行为等公共场所应当按照规定设置文明行为公益广告宣传文明行为。
甘孜藏族自治州文明行为促进条例,,,第三章 保障与促进,,第二十八条 自治州、县市人民政府及有关部门、医疗机构、金融机构、公共服务企业等应当完善办事流程简化办事程序推进网上预约、网上办理等信息化、智能化和大数据技术应用提供便捷高效服务。
甘孜藏族自治州文明行为促进条例,,,第三章 保障与促进,,第二十九条 自治州、县市人民政府及有关部门应当鼓励、支持公民、法人和社会组织参与和自行依法开展志愿服务活动。县市、乡镇街道、村社区应当整合各类基层公共服务资源拓展建设新时代文明实践中心、所、站建立文明行为及志愿服务记录制度实行文明行为和志愿服务积分制管理。
甘孜藏族自治州文明行为促进条例,,,第三章 保障与促进,,第三十条 自治州、县市人民政府及有关部门应当鼓励和支持公民、法人和其他组织参与公益慈善活动依法保护公益慈善组织和从事慈善活动人员的合法权益。
甘孜藏族自治州文明行为促进条例,,,第三章 保障与促进,,第三十一条 自治州、县市人民政府及有关部门应当建立不文明行为举报、投诉、查处制度公布投诉举报电话、信箱等及时受理、查处不文明行为。对举报人、投诉人的身份信息等应当予以保密。任何单位和个人有权对文明行为促进工作提出意见和建议对不文明行为进行劝阻对不履行文明行为促进工作职责或者不听劝阻的情况可以向有关部门投诉、举报。
甘孜藏族自治州文明行为促进条例,,,第四章 法律责任,,第三十二条 违反本条例规定实施不文明行为法律法规已有处罚规定的从其规定。未规定法律责任的由有关行政执法机关对行为人予以教育。
甘孜藏族自治州文明行为促进条例,,,第四章 法律责任,,第三十三条 国家机关及其工作人员在文明行为促进工作中玩忽职守、滥用职权、徇私舞弊由有权机关对直接负责的主管人员和其他直接责任人员依法给予处分。
甘孜藏族自治州文明行为促进条例,,,第五章 附 则,,第三十四条 本条例自 2024 年 3 月 5 日起施行。
